id,name,symbol,price,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,volume_24h,last_updated
564,NuNet,NTX,0.04506698716790227,317.823,-0.5089562,9.90341139,64.03604113,39.67463347,26.06556478,-7.5761648,22717577.129091315,385094.83435412,2023-10-26 20:11:00
565,Bad Idea AI,BAD,4.210499643458975e-08,15.2824,-0.85491147,-3.77308123,-16.70220766,10.28876266,-54.22102233,62.58360807,22524571.372115113,1244361.65369202,2023-10-26 20:11:00
566,Big Time,BIGTIME,0.14234037194266505,-0.119,0.91718305,2.90858635,-5.31643132,102.91204889,102.91204889,102.91204889,22347940.670045484,21573588.53876117,2023-10-26 20:11:00
567,Coinweb,CWEB,0.01316740467516565,16.8153,0.00154063,1.38140022,2.5019738,-16.92764825,-9.58374462,-30.48335674,22318111.673243605,178854.01309895,2023-10-26 20:11:00
568,Venus XVS,vXVS,0.09903833455122106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22227562.148793656,0.0,2023-10-26 20:11:00
569,Wing Finance,WING,5.823520333907419,4.9269,0.26665563,0.19325507,9.94024433,7.15649805,30.80217904,12.63054242,21829769.901115704,2214456.24996267,2023-10-26 20:11:00
570,Hermez Network,HEZ,4.642479207330018,88.5466,0.17114894,0.32380944,2.57822064,1.99849477,0.80579729,-3.59753973,21819652.274451084,43748.4933708,2023-10-26 20:12:00
571,Petals,PTS,0.001537890030067777,-0.7289,0.06104093,-6.24542013,-0.01950314,2.448813,-11.47777816,52.25977289,21722663.99454421,25918.69055309,2023-10-26 20:11:00
572,CONUN,CON,0.007491544072685945,-37.1684,-0.15606525,-0.21533732,25.9910335,88.31331061,78.79953503,38.47593563,21706043.686909515,268869.90997024,2023-10-26 20:11:00
573,BitMart Token,BMX,0.125296084149564,-0.4443,0.2980058,-1.37879089,18.12020307,29.40616852,30.11490437,15.96329794,21582044.916538436,2055545.45199541,2023-10-26 20:11:00
574,AdEx,ADX,0.14889418362870876,306.8103,0.25064981,0.71841761,11.47183054,11.51217536,18.04175869,4.53280366,21225987.59442787,6281714.86271422,2023-10-26 20:11:00
575,XSGD,XSGD,0.7268477025360782,-49.6117,0.2831959,-1.11428325,-0.42256045,-0.48332586,-1.3446819,-2.8964448,21150294.74322786,157096.77883051,2023-10-26 20:12:00
576,TROY,TROY,0.002436230071315508,51.1367,1.07587123,2.63965369,9.49973677,4.70655011,7.69872614,-8.24428477,21012484.365096256,820676.46853456,2023-10-26 20:11:00
577,Firo,FIRO,1.618914924372301,62.7755,0.24403148,-0.65691489,11.2791124,8.95310088,5.47615009,-5.99811649,20984709.204685938,1412991.61324766,2023-10-26 20:11:00
578,ApolloX,APX,0.046184850276467716,-13.2549,2.04054354,1.61203672,50.49081657,118.96921251,91.17747434,52.41197722,20687630.85322746,794562.21665735,2023-10-26 20:11:00
579,Castello Coin,CAST,0.10522768105926103,-10.7053,0.52473584,0.50023781,5.29708336,4.00306032,1.17778174,-1.9449201,20650424.57204093,99070.01369909,2023-10-26 20:12:00
580,Keep3rV1,KP3R,48.0530634270361,17.4098,0.6064824,1.41706577,5.99857029,7.61223488,6.36192333,-12.57940915,20431105.401780356,1699226.28547324,2023-10-26 20:12:00
581,OG Fan Token,OG,4.673486785996653,180.1269,0.29115105,7.78411667,15.47229371,5.0664459,6.84235105,17.69523312,20367901.31448168,40257831.21850125,2023-10-26 20:12:00
582,ParaSwap,PSP,0.02733536948304371,-0.1975,0.26901935,0.82464468,24.83598431,25.49981302,14.7759069,-4.30833954,20364219.06385083,241198.83856111,2023-10-26 20:12:00
583,CoinEx Token,CET,0.0286971425032394,-18.5729,0.10705762,-0.32575298,7.3713423,12.80892732,-14.10805979,-8.34252722,20335758.891316913,119527.92880461,2023-10-26 20:11:00
584,Dego Finance,DEGO,1.433956243275172,-1.8893,0.58466391,-1.47192767,12.06180346,8.58933218,12.40606032,-10.04970524,20302485.18450691,1237868.27631946,2023-10-26 20:11:00
585,NULS,NULS,0.19301882697823816,16.9643,0.44737097,1.00192682,11.50730422,7.28125504,9.61396969,-5.04762467,20169550.06918715,1257930.83398427,2023-10-26 20:12:00
586,Boba Network,BOBA,0.1174941689442688,33.8034,0.2269983,4.03694507,9.84884954,8.02307478,-3.06091869,-14.4082426,20164846.493089203,4067957.06701877,2023-10-26 20:12:00
587,DFI.Money,YFII,519.781304781708,-17.1271,1.11555803,-1.47535715,8.74505032,26.03095389,19.50925481,-32.80945871,20061479.2393548,8120278.41009464,2023-10-26 20:11:00
588,Paris Saint-Germain Fan Token,PSG,2.9272353868761685,124.0024,0.25094827,0.66442556,4.18010218,-2.98761336,-12.88479043,-23.39850767,20018370.478049964,3721833.80691782,2023-10-26 20:12:00
589,StrikeX,STRX,0.02315925049095108,88.1605,0.33511852,-2.54912942,5.51941143,-14.86553859,-21.37689206,-44.22481009,19943402.055827618,16211.21875849,2023-10-26 20:12:00
590,Star Atlas,ATLAS,0.0020179838338699034,135.0513,8.21191612,13.05718354,38.35655711,39.29042449,35.55082478,34.39178414,19783014.956861258,2517083.16024262,2023-10-26 20:11:00
591,Onyxcoin,XCN,0.000756170228915078,-11.3644,0.17423887,-1.45983616,5.34263374,-0.00331691,-4.20370154,-28.77544757,19701004.671192568,1981408.0511552,2023-10-26 20:12:00
592,Boson Protocol,BOSON,0.1819786160697561,1.267,2.00408832,1.66166419,20.82763835,33.10184704,77.45323651,29.82336844,19692277.6507255,457049.62383159,2023-10-26 20:11:00
593,Defigram,DFG,1.9630898617066692,-1.4448,0.00986015,0.7043842,0.10820942,-6.79301665,-17.69752883,-25.81401254,19630898.617066693,4030.70048031,2023-10-26 20:12:00
594,TerraKRW,KRT,0.0005058833883996469,0.0,0.30037717,-9.86655429,8.00103482,15.73481657,2.63249581,0.65678734,19400307.353025645,0.0,2023-10-26 20:11:00
595,Alpine F1 Team Fan Token,ALPINE,1.702229541358922,192.9765,-0.19821167,1.79699453,9.34817075,-2.41118598,-11.02870251,-15.36821576,19337327.589837354,8148593.85653127,2023-10-26 20:11:00
596,ONBUFF,ONIT,0.02504224140970566,-39.1121,0.87768077,0.80718427,5.74353704,11.72952982,7.55373931,-10.7874919,19284415.723263584,496852.74027223,2023-10-26 20:11:00
597,Yield App,YLD,0.07918806306871551,35.4967,0.87946083,8.38856199,13.63041062,11.37563242,-5.6919041,-15.40627705,19246273.13221354,288482.18047015,2023-10-26 20:11:00
598,Taraxa,TARA,0.005154108103233031,-19.7025,1.12332968,-6.48289455,6.57838902,-0.06905145,-31.97279582,403.0290581,19116951.803895723,556854.98589926,2023-10-26 20:11:00
599,FNCY,FNCY,0.02099920836893356,-38.2984,-0.0115311,-0.21826369,10.2094931,-3.33729826,0.63263053,0.91750086,19082555.957058083,34099.34606095,2023-10-26 20:12:00
600,Bitcicoin,BITCI,0.002467775123173851,-37.0652,0.24496248,-3.60389399,10.72722883,9.81975302,-4.33864917,-6.11593856,19023654.98394938,1295320.02748104,2023-10-26 20:12:00
601,ERC20,ERC20,0.016718773694733256,577.6968,112.28988861,109.37173948,131.45981493,119.63270531,78.97216704,-15.73736946,18869351.55969688,490.77488859,2023-10-26 20:12:00
602,Telos,TLOS,0.06961421545763795,-1.2547,0.56465837,-1.6802229,12.22523657,2.98622964,-28.49010323,-41.06879468,18804431.619936265,1300557.50790854,2023-10-26 20:11:00
603,GameFi.org,GAFI,2.2458388553224937,6.0815,-0.15278631,-0.27271017,30.95702787,26.77467515,24.30220407,-22.03826984,18732362.950093277,163106.3906555,2023-10-26 20:11:00
604,UNS TOKEN,UNS,0.17445127388303958,27.236,-0.01680316,-1.48027867,2.61932119,-9.14106126,-5.15895548,35.3483729,18422787.217399288,59242.91841735,2023-10-26 20:11:00
605,CENNZnet,CENNZ,0.015264849127487731,-22.4754,1.03500382,18.00464739,13.26970981,3.46653571,26.51355333,8.02682808,18317818.952985276,253458.29025224,2023-10-26 20:11:00
606,Bonfida,FIDA,0.16913217704240394,-31.7811,-0.03816136,-2.37617573,9.75087511,6.47979294,7.15235277,-23.86907504,18276073.59008959,4571510.06323796,2023-10-26 20:11:00
607,Velo,VELO,0.0024600939576559133,12.8906,-0.41653186,5.08140209,13.38885466,1.63224878,11.48928958,-4.80890789,18181264.35546299,4423909.02518032,2023-10-26 20:11:00
608,Solend,SLND,0.5111994553492275,-19.7673,0.52313514,-1.08579813,4.83169901,-4.14374759,-6.32665173,35.94995387,18181172.59000058,32409.91364301,2023-10-26 20:12:00
609,Orion,ORN,0.5295300849314053,-6.0998,0.51929807,-1.86118171,8.17985186,1.30636782,-0.4390735,-18.57818799,18081469.310239423,2970881.63228772,2023-10-26 20:11:00
610,GYEN,GYEN,0.006612073778421322,-78.6466,-0.06169708,-2.27452292,-2.824533,-3.06633269,-4.05199466,-6.93647734,18077158.44478824,4845.70717711,2023-10-26 20:11:00
611,Voxies,VOXEL,0.15391100968163873,55.9408,0.05813619,1.15870242,17.45324,19.26136241,19.82972528,13.81571801,18047727.876279976,4898464.45372211,2023-10-26 20:12:00
612,Nine Chronicles,WNCG,0.059472995057545205,-20.979,0.58658253,1.08966442,8.20752939,4.73543991,-9.10310175,-9.68107828,18026279.692195725,438666.52594741,2023-10-26 20:11:00
613,Ternoa,CAPS,0.014957943762335101,4.2983,0.28129558,-4.46135286,6.9216588,2.33899507,17.50133831,-2.74810258,18022798.37813507,426574.64967221,2023-10-26 20:12:00
614,Marinade Staked SOL,MSOL,36.1067927275561,-29.7186,0.51155431,-4.05074707,25.59423495,64.658918,54.39700325,28.08629469,17981182.778322935,6864757.47150313,2023-10-26 20:12:00
615,ROA CORE,ROA,0.18047368423773213,-67.732,1.3974533,-21.08726963,23.01573545,133.41800123,103.25970941,-76.90245605,17875328.63574728,17685402.33758303,2023-10-26 20:12:00
616,VAIOT,VAI,0.06253590080101858,5.7527,1.90996159,-5.5916744,38.48547566,32.57120377,-1.08290731,-27.22103019,17837583.817122832,1111847.10376469,2023-10-26 20:12:00
617,GameZone,GZONE,0.021209312680264995,7.0933,0.34107834,3.67202125,28.91701282,36.93809195,32.01800227,26.54872558,17818310.184387743,60004.55539879,2023-10-26 20:11:00
618,Aleph.im,ALEPH,0.07197761042873864,49.4923,0.20764316,-0.41920396,16.23253837,3.75674047,-6.83355939,-8.10816055,17794339.553824324,272090.47402812,2023-10-26 20:11:00
619,Veloce,VEXT,0.4713015150500077,-9.9223,-0.03716549,-0.71195062,-6.60456244,-13.58960366,-27.023657,-27.023657,17682670.261483803,3499079.23267016,2023-10-26 20:12:00
620,Velas,VLX,0.007025314543150998,2.1603,-0.03944512,-0.55021983,4.86737837,-5.64904423,-7.67029344,-42.89433747,17669549.24540252,1355491.42808563,2023-10-26 20:11:00
621,DeRace,DERC,0.15973029821431886,31.226,-0.10235859,1.21819774,8.27031185,5.87004023,-2.32433027,6.94403537,17480883.836575057,446691.94791213,2023-10-26 20:11:00
622,MXC,MXC,0.006600787014496287,22.1032,1.40789213,2.73178269,5.70008094,-30.82509367,-13.41455189,-23.65875596,17440153.047717404,1514235.26196262,2023-10-26 20:11:00
623,Stader,SD,0.6171841486730815,11.4017,0.2584871,2.50803261,9.03485116,4.12570808,-9.59605999,-21.3001618,17415149.3102598,1499021.86985155,2023-10-26 20:12:00
624,Dejitaru Tsuka,TSUKA,0.017327089817954548,-11.9476,-0.7107582,-4.58388272,17.39609102,-15.27808627,-9.66027587,-47.99890464,17327089.817954548,368082.00209727,2023-10-26 20:12:00
625,Harvest Finance,FARM,25.15645656159281,-6.3872,0.075172,-0.87912153,6.20657034,10.37523464,18.02312165,1.09025792,17227453.562315416,1845987.75859742,2023-10-26 20:11:00
626,Namecoin,NMC,1.1675979605209792,28.2346,-0.22773608,-5.18752532,2.92446723,-16.99325858,-22.99749319,-28.37227701,17206190.585421357,7360.84881252,2023-10-26 20:12:00
627,Opulous,OPUL,0.0671850888523274,110.0172,-0.37828779,15.41934977,33.84848045,21.45971963,-5.56297258,-13.16534563,17134117.202517085,1569134.22164038,2023-10-26 20:12:00
628,Myria,MYRIA,0.0024712529259168516,61.8019,-5.31867148,6.90989017,29.48533113,47.839996,88.45004866,77.7986487,17104622.674241133,1728404.40580176,2023-10-26 20:11:00
629,Manchester City Fan Token,CITY,2.815138523965,72.0482,0.03891279,2.07353682,7.10443057,-1.22932505,-8.77578664,-14.6871886,16962223.05675775,2752551.75196827,2023-10-26 20:11:00
630,Evadore,EVA,0.0967040903505129,66.4296,-0.44116975,21.14872915,-12.7908276,113.58841733,31.12651754,31.12651754,16809433.778633345,3416313.32674422,2023-10-26 20:11:00
631,Adshares,ADS,0.43306812621411434,-70.0431,0.05791708,2.91469404,7.53340979,1.37026201,-31.05776299,-39.86265134,16782173.90612699,28657.26331534,2023-10-26 20:11:00
632,StaFi,FIS,0.2775810498491732,21.8783,0.26407094,0.70181242,8.94739666,-3.89664998,17.62601222,-1.42714036,16780329.625482216,2116870.17879151,2023-10-26 20:11:00
633,MAP Protocol,MAP,0.007607188343125265,-27.3823,-0.51574892,-0.9438649,3.97779341,2.92189372,-4.3994482,-26.50414269,16775247.661017958,161884.06498571,2023-10-26 20:11:00
634,Angola,AGLA,0.03498562262056423,84.882,-0.08280943,-7.7982069,-8.73221247,-2.05155206,42.35479608,11.34539151,16633914.274947265,37179.75662758,2023-10-26 20:11:00
635,Hillstone Finance,HSF,0.5479499620891641,-17.4012,0.00291888,-1.48456286,16.67069572,0.56373734,-9.89852462,8.64131487,16444784.396690048,229717.43543598,2023-10-26 20:11:00
636,YooShi,YOOSHI,4.365049883884596e-08,68.6053,0.34928447,1.8973894,11.14412303,10.64171116,3.59921326,-15.78981183,16276996.230496569,99753.09455527,2023-10-26 20:11:00
637,Tranchess,CHESS,0.12985684610336543,-2.0257,0.4553791,0.34237881,8.88851856,4.49320649,6.50444281,-14.90909648,16268404.776968798,1926298.09209176,2023-10-26 20:11:00
638,Findora,FRA,0.001822749936781518,10.5506,1.41897458,7.02946115,8.30854878,-4.21736556,-30.01896118,-35.55221917,16134683.772167996,578916.48711213,2023-10-26 20:12:00
639,BurgerCities,BURGER,0.34705978610755545,5.8973,0.30075763,0.49650004,9.01128965,2.37120167,5.41060515,-7.40583859,16086276.983258434,3650875.73556507,2023-10-26 20:11:00
640,Gifto,GFT,0.01606624761499923,-6.2717,0.71288207,-0.05041491,15.39371703,-23.50814586,40.7410892,11.16995487,16054543.860983966,5659547.80173084,2023-10-26 20:12:00
641,Dora Factory (old),DORA,3.1274032227373603,0.0,0.02849441,41.76871592,41.7318374,-43.11275008,121.41848082,98.24139963,16045393.648893267,3.0274816,2023-10-26 20:11:00
642,Kava Lend,HARD,0.11864290711978558,30.8346,0.12796849,-0.98169974,9.28908476,8.56938848,14.41721949,-4.21170312,15992075.347044973,943561.92219765,2023-10-26 20:11:00
643,PIVX,PIVX,0.20623975771167155,-11.0685,0.37563903,-3.90282859,14.00115695,-1.09366852,34.48688756,-2.1220021,15956319.007078227,713656.61143446,2023-10-26 20:12:00
644,RMRK,RMRK,1.6781914245619647,-7.1024,0.66185882,-0.81730404,11.58096688,7.97324678,9.85327387,-8.71450311,15942818.533338664,71001.44829895,2023-10-26 20:11:00
645,NEOPIN,NPT,0.2891151629251421,27.6937,-0.30797847,0.79638691,15.36652472,3.25588838,-27.03571826,-38.63794957,15759150.91116487,792063.01878626,2023-10-26 20:11:00
646,Syntropy,NOIA,0.022180254141190927,93.7827,0.52893398,-1.38499788,9.37285491,7.58167649,-6.4556204,-23.6647547,15662408.789093839,826717.39586245,2023-10-26 20:12:00
647,ForTube,FOR,0.019543703719905263,-22.4218,-0.00976602,-0.3482656,8.26907071,8.94735082,15.9055475,-0.99436427,15537244.457324684,994711.48510824,2023-10-26 20:12:00
648,Mango,MNGO,0.015452838627062555,-2.5469,-0.00014817,-13.02281038,24.68197472,3.71021617,-13.18498848,-13.22676512,15452838.627062555,168885.91690948,2023-10-26 20:11:00
649,Shiba Predator,QOM,2.5691724565358084e-08,54.6983,0.82883555,2.90048318,27.72577625,3.66602588,-1.66584997,-23.02306083,15412114.446522579,327775.06808226,2023-10-26 20:11:00
650,FIO Protocol,FIO,0.021813436399897985,252.8841,0.7454793,6.60572056,17.29583483,15.90676036,17.70745272,3.10370562,15398491.531047648,3952269.2054841,2023-10-26 20:11:00
651,MANTRA,OM,0.019834978691742736,27.331,0.29448298,-2.54371387,9.43653095,3.58743236,5.20510486,-14.45220445,15387137.948808393,1769803.31106179,2023-10-26 20:11:00
652,Volt Inu,VOLT,2.798653357606195e-07,-5.5596,0.84491144,0.90195924,27.41970853,30.06211974,14.11596754,11.92319956,15327185.339589776,5018772.53488247,2023-10-26 20:12:00
653,Origin Dollar,OUSD,0.9987642468809169,14.4208,0.00316021,-0.00888689,0.06112376,0.14875671,0.07184417,0.07830063,15234336.827824546,7020008.70852967,2023-10-26 20:12:00
654,Celo Euro,CEUR,1.058530189835815,38.043,0.41413568,0.08848262,-2.74431823,0.21335697,-1.83343573,-3.46280545,15212980.114377256,116709.68855928,2023-10-26 20:12:00
655,S.S. Lazio Fan Token,LAZIO,1.765776581784932,224.699,0.06390122,2.29241793,8.03729014,0.14003843,-12.09484863,-21.89363858,15185678.603350416,7577526.6041663,2023-10-26 20:11:00
656,AirSwap,AST,0.08605577449041937,47.3367,0.18936996,-3.95734497,4.18732029,-2.34699031,2.8985572,-21.78639604,15014971.384627342,746758.72520995,2023-10-26 20:12:00
657,Fusion,FSN,0.20100434874498924,-17.1328,0.36735949,-3.47797825,6.03867252,-0.05394597,-5.26570859,-18.8794152,14945660.864411894,278350.97180033,2023-10-26 20:11:00
658,Elitium,EUM,0.5349604248161972,-100.0,0.50865172,0.22951275,13.20404554,4.46753842,-13.35707762,-12.94742297,14934157.704725463,0.0,2023-10-26 20:11:00
659,League of Kingdoms Arena,LOKA,0.20198274922775653,33.7784,-0.11629552,-2.75181737,14.51594355,11.87336594,5.86663425,-14.47333569,14921447.553198025,4006631.5343722,2023-10-26 20:11:00
660,Splintershards,SPS,0.013662350482932415,27.8098,0.28967408,-3.41547684,0.41844597,-8.39501442,-23.0216355,-38.62122222,14917111.776057728,126943.36887603,2023-10-26 20:11:00
661,VIDT DAO,VIDT,0.01927466339698007,-69.9247,0.39489248,-3.70943764,12.45982164,8.30315838,11.21005481,-7.552165,14841709.96859748,2778505.26738813,2023-10-26 20:12:00
662,Swarm,BZZ,0.2938253877817825,-26.4898,0.07275216,-3.21838279,28.21058098,23.49704556,13.5634914,2.02740259,14804714.96703385,305780.06380309,2023-10-26 20:12:00
663,dForce,DF,0.03416091465730278,20.0245,0.07718138,-1.5992004,6.09320459,3.54276056,10.21019495,-11.19741771,14758619.62077282,870066.57093485,2023-10-26 20:11:00
664,XPR Network,XPR,0.0006460806803569926,45.1836,0.32384984,1.23586379,13.06649011,0.2554757,-18.9937762,-30.29868406,14723640.088192144,799554.82075028,2023-10-26 20:12:00
665,Rarible,RARI,0.9255895821615366,11.1141,-0.13279564,-0.56649545,8.95194525,2.57356733,-2.98344547,-18.44221274,14662379.977200052,172555.54947194,2023-10-26 20:11:00
666,BABB,BAX,0.0002175407379842747,-50.6856,1.36541727,0.8477599,21.80389094,70.63887729,27.54570587,-0.16187529,14488209.886641625,86563.22167053,2023-10-26 20:11:00
667,Dock,DOCK,0.016487197806362843,-10.2098,0.27507427,0.92734803,12.673777,7.19099476,24.74725332,0.01936243,14449663.18324729,671717.93952333,2023-10-26 20:11:00
668,Student Coin,STC,0.002711879965266691,-7.7972,1.46477888,-15.32486452,-11.11906249,-4.24712329,-14.64461792,-18.66738746,14434652.310847128,51965.58442757,2023-10-26 20:11:00
669,AirDAO,AMB,0.008265503816148535,-51.2074,0.47644897,-2.69781913,2.13949811,-22.037566,20.52010412,19.50369836,14429875.55706768,6780457.8532512,2023-10-26 20:12:00
670,WAGMI Games,WAGMIGAMES,7.94090310214187e-06,2.3353,-0.57098734,-2.13736993,10.77014935,-21.56056148,-31.49782172,-60.37047294,14328205.566152034,967371.34345935,2023-10-26 20:12:00
671,Samoyedcoin,SAMO,0.003909113151861074,10.9412,0.55242462,-2.19945356,21.6424684,34.674954,24.85905991,3.78136508,14296152.443074137,1238814.95124615,2023-10-26 20:11:00
672,VITE,VITE,0.013837463509256572,9.8576,0.44867548,0.35419426,12.36965493,13.29383602,15.76652385,-0.0402968,14287056.154279293,1042688.56225742,2023-10-26 20:11:00
673,Vectorspace AI,VXV,0.2905561326076978,46.9656,-0.15398845,2.51596787,65.33438945,33.09110685,11.4375904,-19.91609185,14287069.470487898,94781.84442636,2023-10-26 20:12:00
674,BIDR,BIDR,6.323247184762298e-05,26.966,0.07273264,0.03795577,0.02021952,-2.31442825,-2.61452011,-4.59839482,14272544.982434243,2472827.88436472,2023-10-26 20:11:00
675,Dogechain,DC,0.0006231484274772635,126.5775,0.18865572,1.4576857,36.39878033,23.49220016,7.53846266,-51.00544236,14245382.462966416,1576145.87495149,2023-10-26 20:12:00
676,SpaceN,SN,0.353341539480502,66.836,-2.7934389,-8.64523028,-22.69826237,-29.84414669,-26.96806493,-47.4442053,14137194.994614886,21813.56188623,2023-10-26 20:11:00
677,Waltonchain,WTC,0.1591397804046088,40.195,0.63546636,2.939946,7.47905981,-2.33291864,7.44018766,-4.31935495,14034120.28765779,1495553.18140463,2023-10-26 20:11:00
678,RFOX,RFOX,0.010693237827558414,29.7295,0.35058648,-0.8128007,6.20995091,16.08615393,16.11671023,-9.28312328,14029536.156617388,277472.47082985,2023-10-26 20:11:00
679,Hacken Token,HAI,0.02167322554894603,26.6503,0.31297985,-2.96339544,6.81409466,-4.38858482,7.21875529,-14.00459426,14000448.84863454,962183.54734355,2023-10-26 20:11:00
680,Saito,SAITO,0.007047041579612993,10.9809,0.35258796,0.40222765,5.17438673,-4.63497418,-24.96416622,-29.10506601,13948154.960131794,91781.28914925,2023-10-26 20:11:00
681,Revain,REV,0.00016172818349507944,-31.3748,0.43721593,5.16303241,20.8870451,48.43611761,2.94597972,-23.41044198,13756839.56600955,39946.97509149,2023-10-26 20:12:00
682,VIMworld,VEED,0.002467239135476417,-31.1364,0.58310545,3.83498543,3.15077418,-3.77779758,-28.62609156,-27.52534646,13733576.925231842,788.65156236,2023-10-26 20:12:00
683,OAX,OAX,0.17706686732942772,-24.2053,-0.06302513,-1.09946328,8.92142502,1.74145142,88.26226177,9.9728662,13639229.034263942,3810882.75788428,2023-10-26 20:11:00
684,Snek,SNEK,0.0001916875614684846,3.3873,0.48968987,3.43229642,31.81158913,-7.27839231,-13.65989101,-40.50364267,13578156.916794818,614440.60781134,2023-10-26 20:11:00
685,Metahero,HERO,0.0026548277208990234,-2.5908,1.25037858,0.47059458,9.80812937,5.10369789,0.87196916,-9.26222068,13528055.0621051,525174.35944338,2023-10-26 20:11:00
686,Battle World,BWO,0.03508064013511483,-33.3029,0.34071207,2.74651893,12.91020452,4.40509838,-42.02207489,-51.07799438,13480680.307669671,140048.28524205,2023-10-26 20:11:00
687,Ellipsis,EPS,0.018509458606362654,-73.3255,0.21385945,-0.53469921,4.53023705,-1.54948668,-5.88918648,-89.88877534,13395324.286587778,200.90608596,2023-10-26 20:11:00
688,Santos FC Fan Token,SANTOS,2.9328144239232095,611.2909,-0.33138086,6.36161605,12.1505264,5.26255819,-3.26170485,-8.28054649,13344305.628850603,38505904.0964849,2023-10-26 20:11:00
689,Throne,THN,0.03404422670930005,-27.9869,-0.23579628,-3.7903675,-6.51787154,-5.46544245,87.06780191,-24.93684875,13302860.31806623,1645072.65334422,2023-10-26 20:11:00
690,FC Porto Fan Token,PORTO,1.6986957617658796,280.7047,-0.50407286,1.76966539,8.84174297,-2.4069444,-13.07748568,-23.46304147,13249826.94177386,6846876.68614594,2023-10-26 20:11:00
691,rhino.fi,DVF,0.5482473217618041,-45.8731,0.45472695,0.50442654,-1.10694715,0.83369764,-12.89177354,-27.3462115,13238609.052131712,4926.32231919,2023-10-26 20:11:00
692,KILT Protocol,KILT,0.26738224796726406,105.6742,-0.67944444,5.17877356,14.33334711,0.37006661,9.51443924,-27.11520518,13214068.128056906,127564.03552026,2023-10-26 20:11:00
693,Unibright,UBT,0.08709974826944888,56.3921,2.63543986,19.82256653,52.64827642,29.84642295,41.29014015,25.16359599,13064962.174525794,72422.50711756,2023-10-26 20:11:00
694,Ellipsis,EPX,0.00018838001434426407,37.023,0.64719208,-0.04184229,7.27038152,7.66908959,10.48364912,-9.98810906,13060016.841033684,1771692.45199092,2023-10-26 20:11:00
695,CUDOS,CUDOS,0.0022281192438678705,13.6647,0.52872334,-0.72554631,11.26875464,-14.95956753,-42.15191911,-19.96835181,13019252.15367965,282370.29190241,2023-10-26 20:12:00
696,Optimus AI,OPTI,0.1365712169818551,97.3542,6.0201414,0.87770731,67.72572382,9.5288515,35.02400368,49.41525938,12979037.275026362,472004.19441385,2023-10-26 20:12:00
697,DIMO,DIMO,0.08816634280940018,-14.1335,0.14228798,-3.23816136,5.18794906,5.23235939,-18.49459875,-3.78226428,12975755.835662734,123435.47205222,2023-10-26 20:12:00
698,Circuits of Value,COVAL,0.007227876037774813,-40.8511,0.48714502,-0.05456162,6.012442,1.47770118,-5.9114469,-15.30502123,12900591.309130196,64411.93758899,2023-10-26 20:11:00
699,UNCX Network,UNCX,275.70152657118257,-79.8191,0.45335642,-1.41395362,-4.69995467,-2.15785777,-12.53669626,-23.02014595,12812209.638600813,20077.33786057,2023-10-26 20:11:00
700,Shiden Network,SDN,0.207625159872025,1.1176,2.65771619,-0.99112016,23.20947277,-0.23272716,-20.86774161,-18.54401595,12608653.005385425,154207.63818598,2023-10-26 20:12:00
701,MILC Platform,MLT,0.10069296925614721,8.5466,0.67873197,-6.78022739,22.06318805,41.50182478,37.12885518,15.82936289,12528567.726167925,798411.34721171,2023-10-26 20:11:00
702,Tornado Cash,TORN,3.0598141556993244,-47.0418,0.21456236,-1.72282192,4.72327707,-4.92487992,15.48895553,-12.60192369,12501156.701845158,921075.69212059,2023-10-26 20:11:00
703,Drep [new],DREP,0.25410885255017746,-11.9211,-0.08995144,-0.5733912,3.82366884,3.60929674,11.34636907,-9.91345387,12384630.201164274,1258038.06712863,2023-10-26 20:11:00
704,TABOO TOKEN,TABOO,0.0012616333633831843,-0.171,15.76819564,-2.58692521,24.10868135,15.41580994,11.68048836,-3.66558246,12342153.048965352,1082050.33798326,2023-10-26 20:11:00
705,HOPR,HOPR,0.0359568112109877,-4.1541,0.27697607,-0.80703223,-5.38897062,-17.24326754,-18.48808949,-22.50475762,12267522.38417382,280918.42215747,2023-10-26 20:11:00
706,Minswap,MIN,0.017374089829579432,-9.2548,-0.20353364,1.04171282,9.13046374,8.91077994,-4.2907527,-22.85333195,12222600.214254966,21956.83673629,2023-10-26 20:11:00
707,PolySwarm,NCT,0.007901509236131669,140.8013,0.40850329,0.9982458,0.04432608,-3.51441277,-9.30882074,-18.97462379,12219345.29210215,400958.88083024,2023-10-26 20:11:00
708,Inverse Finance,INV,32.323743042928925,-21.4421,-0.06308202,-0.45452065,5.06315526,30.78252702,8.19863627,-23.14485702,12194943.103768224,152606.18068994,2023-10-26 20:11:00
709,Juventus Fan Token,JUV,2.0229256268102715,207.2049,0.12686782,1.30862784,5.48620303,2.49698229,-6.09806948,-17.44625666,12095673.131609777,6112966.52296097,2023-10-26 20:12:00
710,AIOZ Network,AIOZ,0.012151278793031866,35.7988,0.19896802,0.25789249,2.53124074,2.03233124,0.4832701,-15.01563761,11980105.576354016,260704.06071546,2023-10-26 20:11:00
711,Goldfinch,GFI,0.4093517029761767,8.7597,0.50229292,-0.30208042,24.11229903,-2.1406377,24.84735693,-7.41151816,11926579.010077845,253126.90032483,2023-10-26 20:11:00
